#IRI                                               ,                                                           sha256
http://sweetontology.net/propSpaceMultidimensional , 0a949a671f9a1ff37a724ef155fba6ff82a95a5b7388cee0a41a44959b64aed7
http://sweetontology.net/propSpaceThickness        , 5767b53acf0439dff6a6077ae44c911a49e40377529649ea5c5764a7c734b788
http://sweetontology.net/propSpeed                 , cee3898254b4643e859bdb441c5b3425266831691712ec614af69ff27ce79fe5
http://sweetontology.net/propTemperature           , 0b0f110b48dbdc2c6ea211add86fbdbdb321e260f3e74e12325e1a930acdc754
http://sweetontology.net/propTemperatureGradient   , 4bd007e2c762d54ee7762fa74b5d3d004d05956dd85492509848cf0fbcf405b6
http://sweetontology.net/propTime                  , 08cf99078667a76fe04c668ce581de65369311787e4e6deb83864079edbfe15c
http://sweetontology.net/propTimeFrequency         , 175e9bc71a3addcc130e2fd31f946cf7f50bf379f162c40a7f8773bffe391c5b
http://sweetontology.net/realm                     , 4ada23297f56041ad3cb52b047d4ffc83d700ec07ae0eb7b3b748c93a9c6064d
http://sweetontology.net/realmAstroBody            , 17422bd0f67b5e2297f2e78b490d8924399bdd61a347605e964685f63fd40eb2
http://sweetontology.net/realmAstroHelio           , 0d903c33c7d3c4f3710dc275cc8411385e49ddda6467ca9224143b43c0fedb98
http://sweetontology.net/realmAstroStar            , 95fd2dc1ffbca18e30c5391ddc2de791edccc6fd9be20c478b1e63a949c325fd
http://sweetontology.net/realmAtmo                 , 474450cffb64581bb2ae1ef39a26a72fc65932cc0a5f390e7c40eb19818d8717
http://sweetontology.net/realmAtmoBoundaryLayer    , 6ff0c72c918bc0118a0c205b3af168b83f512ea4c6139b99c80ebc8957f77ccd
http://sweetontology.net/realmAtmoWeather          , c14b6be7964e4e655c3d892ec0d52a364a8f93858282e077a1369d8f43a499c5
http://sweetontology.net/realmBiolBiome            , e37b1cc09e6e5a2a0cae0a24b2cf7a1a6ce68ba9dbe1ba9f7ad0c817e3dceed5
http://sweetontology.net/realmClimateZone          , 92a4d10e6d4fe95dfd64cbd8de9748884f2d60d2572343a6fe016a981cc9a3b1
http://sweetontology.net/realmCryo                 , 8e3cfdf3f6c1c7f3d7e2b9e23e9df9fb338b53a67722c602c9d14fdee81fdaee
http://sweetontology.net/realmEarthReference       , f967ea85385eaac8cf64e32b589c09577b1ac31ede6c70d221632f21172d530d
http://sweetontology.net/realmGeol                 , c57b6e4d475f500571a1870e357842ccc6792ba88cbd37983361ec961fe33f22
http://sweetontology.net/realmGeolBasin            , a90a24a67567d5ebd36de2dfd2ab9b1df93065c39ee261a04213b991bae850e7
http://sweetontology.net/realmGeolConstituent      , 29436b0f8bf37391b1605bdc772aad55c44f989b776af47a6e0e2e35e00a171e
http://sweetontology.net/realmGeolContinental      , b764580eb63e2f2ad7c2f764207bee186c8ce31348f4d8ec8a4f0940ab0f486c
http://sweetontology.net/realmGeolOceanic          , 9f79dafcd7bedaddfb56dcd48f0ed6b5bbe6058274db2c01404a412f16563918
http://sweetontology.net/realmGeolOrogen           , e3f04e3774a23de52990b7b9b676d5314ea028f7335172bc6839c6f1b50a391e
http://sweetontology.net/realmHydro                , cbefc108b1dcc8fbae38db9d43d897b4e07ab401be576be691b54ae85adc8009
http://sweetontology.net/realmHydroBody            , 3002ee7122a86a3e726d2fef2aa813763942833a16f3ba6e4454f1aec65c745b
http://sweetontology.net/realmLandAeolian          , 8e1bc2ef42abbe8fb1c4ade2c706ee55961ddf0fe7ba93985a8dd7b5a43237c5
http://sweetontology.net/realmLandCoastal          , f001ec3b551479e1c25b755329b9d32dc63ff41a23077cad28499964e84e8431
http://sweetontology.net/realmLandFluvial          , b06e622334d72031d5d909649a3a6aedc129395af77432bd8a7376c8e00982dc
http://sweetontology.net/realmLandGlacial          , ca7e3b92ec55e988f6b2fc21c96334a656436aebab152fa06afb185e1080bacd
http://sweetontology.net/realmLandOrographic       , 17bce29cdbf9345ff0b026ba8b2aee0587a2e17c131652e0769cc5b3acbfe10f
http://sweetontology.net/realmLandProtected        , e56a4d6d21adc753fb499e1537bba79082f8d5e10df0ac6ed30161716e81f8a7
http://sweetontology.net/realmLandTectonic         , 7c1db8d25979a94a6e392cc843d2d7893e847296b9bc04d73ca5bac8485587a9
http://sweetontology.net/realmLandVolcanic         , 6ed462eac487525963c2b06c0cbee02d15ee508da4c7bffd6d04271c98b7721d
http://sweetontology.net/realmLandform             , 232ce1f72a8ee5b3fdb8042bea3e551825a864044cefd3014a621d99dfeff454
http://sweetontology.net/realmOcean                , f142dc42184f9fcee20ab11ea853356d9f93c48319b927f1be71df245de47475
http://sweetontology.net/realmOceanFeature         , 79d49753eff50e4d61d59be5a85b7685223e677826d03b98d8880c0e5f6d6261
http://sweetontology.net/realmOceanFloor           , 860981f6e45346dcbdd079b7d995f8c24e56459527bb0aa8bcfdeb7e1bb523ed
http://sweetontology.net/realmRegion               , da8924f6b492c305f05a002479f569aa368d8f39facbe90eef05a07b842e91e6
http://sweetontology.net/realmSoil                 , 118d34ae02edf0ff860282830f0802ce9bbf013b3e82318b35d406af99b7aab3
http://sweetontology.net/rela                      , 7d30c97342590b48192e5860f1447a5045373a0580f41cb96e0c22caec10b532
http://sweetontology.net/relaChemical              , 6cb974863549f6c0731fc2918f8ab77cc5fe620acd60cae76c511c2bec9ec1ea
http://sweetontology.net/relaClimate               , 54d5b9d44a9ff4a8bc106d5944c62faaf1ae75a99922c448102eeee86dc20773
http://sweetontology.net/relaHuman                 , 78df832a2af838c759cde9f9c089d508606b337e79a6d51a29ed020ba7a78e03
http://sweetontology.net/relaMath                  , 11688e8c71f1a0b81ce62a08a2a2006a3f6e7ab1eedf1ce0a0e022eebcdf9078
http://sweetontology.net/relaPhysical              , 7feb23a176ed3405f23476194c4c2a5a2f9bfb22724a63de4513b373658cce29
http://sweetontology.net/relaProvenance            , 629fe040caa19845383214fa7f08ee6649b86a15e297a1a31d9e65d86f74368c
http://sweetontology.net/relaSci                   , 7d4cb3d197417abd682cfe936b9ea92d315b2fc4fc1d9216c73b2b8e5facd82b
http://sweetontology.net/relaSpace                 , 9aa0be97c34c114905db115a239222164703dac133dc2c5d4c5f7c403682ff1f
http://sweetontology.net/relaTime                  , b85207109e4055fa6ad8060756c3ac9ef57c53feadfa770cdb5c8d0cc5e8a933
http://sweetontology.net/repr                      , 298e305e6321f1c1cbb78a6747dea209326a7d0c43cbbd303ee650b47a8623b6
http://sweetontology.net/reprDataFormat            , a30a6ba25db58684070c69e78af1ad93db4af12077a3b9477169c6b4791a7617
http://sweetontology.net/reprDataModel             , 3cb5c794349a9826695ed651a52cdfd78b7bbb20ac7e1427061a3bb866951a2a
http://sweetontology.net/reprDataProduct           , c7fd44b6cf0aee37009e5bbbd97a681d0e723c9a677892fb56152a9f8a166cd9
http://sweetontology.net/reprDataService           , 451cdd0e21deffbf24a6b6a96a903c457b563cf2126a0c483cd41ae1c5f4a42c
http://sweetontology.net/reprDataServiceAnalysis   , fd2b5772173b2db7bc0da6975236fefc812fc83f5db2721d71ce9aa522e2a03c
http://sweetontology.net/reprDataServiceGeospatial , 4c6bb6160e20967c13f206609f1dd698e7b1038769c8006cfb32ca4d29316162
http://sweetontology.net/reprDataServiceReduction  , 498685c09799aa7b7a74a4d3eef0f76423a7400e1b88ea6b248c9ae52685cf08
http://sweetontology.net/reprDataServiceValidation , 7cd3f4c03f8241f74a20eeb3871721c781e0375f067b61551b6c70d9efe93bb7
http://sweetontology.net/reprMath                  , d0728584d65392ed4733c4473929e17be6ac1cd966c0f44f43b644cbfecbddd5
http://sweetontology.net/reprMathFunction          , 2a41ec5c6b4b0b1436450d04784c5df9bbac1babe11ed511b6f0744c848a723b
http://sweetontology.net/reprMathFunctionOrthogonal, 260c5b11f737286f95822d49c250c29e8617580659aaab0e6c295ff1116aa7eb
http://sweetontology.net/reprMathGraph             , 20b820d27128a08df98e5d318b07b334d2a928b4e0b296904b12d0d103de146c
http://sweetontology.net/reprMathOperation         , 5599c7a7565707c4bc66f33d75b7a95bd4e60ae9a082ad41d2ac575bc7e23a7b
http://sweetontology.net/reprMathSolution          , af929e0016c7e1ccaf164a66ada9edf18301ca5b91d90276c8c170c213a55be5
http://sweetontology.net/reprMathStatistics        , 0e91ecc86fd4861e54139c8b94aa2484a7e2de1cecb5e7f0655e3f348baa37c3
http://sweetontology.net/reprSciComponent          , 86b206884143b76d0b2798b155e2ce25820471450d00a3b328df9e8b548adf3a
http://sweetontology.net/reprSciFunction           , e7fa98e6d8de967501bb70bafd8d8e8ec13498dfa7c26813a1365a98fcac5bf2
http://sweetontology.net/reprSciLaw                , 91fe7db9be2b691bb1de12381bfb6affe3f03b762e1ce3a44cf48a41c2c12bd8
http://sweetontology.net/reprSciMethodology        , e37561b36d59b04da76309132e87c5b1799274d46a6a4c9de083ce69369108fa
http://sweetontology.net/reprSciModel              , 23d361b6feec6beb6cf1f029a8e787f91eb864edb7040c5111fce5ca9925acee
http://sweetontology.net/reprSciProvenance         , 27c0e30014137e60ac09906a8c5cae82336e2d147ab826dbfc71a88d501d07aa
http://sweetontology.net/reprSciUnits              , 7a723eab1e7ad10a10c470b68ede0e2e8a2029b266c2eaafd327a0a5c71baf68
http://sweetontology.net/reprSpace                 , 03543a3d1e21572d73a97535b47b2c7a45fbbd2ef8c5639e8672c2c86333d59c
http://sweetontology.net/reprSpaceCoordinate       , ff2248eddd47d5de16f27ca93473bc4e80029627eee22d0eceb5887dd4d08b74
http://sweetontology.net/reprSpaceDirection        , 7abb92ace484a5dd4a9bd40b2589c4a3746016f71ed5a3dd43d0dbece4eee385
http://sweetontology.net/reprSpaceGeometry         , 7bfdfef03488e8dadc5c8cea13313914afd2a418ce743fae2a35b9348ce5f467
http://sweetontology.net/reprSpaceGeometry3D       , b235a292aadc73514326d73abbff39dc68160924d97794255e6df98d03d69c03
http://sweetontology.net/reprSpaceReferenceSystem  , 43fce8fcf76af0e7af477cff5ba18333882871a7e677fa17b6c008f9c5b5f654
http://sweetontology.net/reprTime                  , 18f594323c4d896ecaf1542574f9a6e68bad8f32e1f8b2dd3517c974995b467a
http://sweetontology.net/reprTimeDay               , 6e325949da10462f9efc917313d9798c34e6c247c5b39eb1596e9a45168b45f4
http://sweetontology.net/reprTimeSeason            , c3db761a7a44559db025f17dbc899cf930c82899b33f5da0ddf1955277a58b40
http://sweetontology.net/state                     , 4c2e605015574eb65a8cb12af702bb624384a368cb3833bea54d89d990df440e
http://sweetontology.net/stateBiological           , 2398c4bff07ff482dfd303d4d98ad31b944aa67c29acdedef7cb635d6778416f
http://sweetontology.net/stateChemical             , aa317f8d52381e1a7234d67b23c412bea2c404d43182067e7f646cf25a17fcc1
http://sweetontology.net/stateDataProcessing       , a7668ae3ff626e0aa23b9e50258d4f8c7eb9b1dc8db9078938b625992de83c64
http://sweetontology.net/stateEnergyFlux           , 40a5077d7657cd2cafacae3425a28f410a44f975a5cc88e24d80670d108672b3
http://sweetontology.net/stateFluid                , 43f2cc1a9cae0dc95afcccd2ef3c93d1785107990a64e00e3139da2de84df384
http://sweetontology.net/stateOrdinal              , 656756ab4102f20e26b26a2e63343e1b8e4c0e7ae0917451eb3f2085838c05c2
http://sweetontology.net/statePhysical             , 143417dcd72f2d77f1b67d15a82656206d1c1e22f3493e58631b7093c4738e03
http://sweetontology.net/stateRealm                , d345fbf6ee2561ee5605921483971187af266d5284097834c1b40d6b48e6f926
http://sweetontology.net/stateRole                 , 7b9774d37b9b1336676b2288a64c752b34ef98cbb2a1ca9d87ce75981db972f4
http://sweetontology.net/stateRoleBiological       , 9756519bbab5fe0ae229f966213e98def9dba65cd50e6f526c41ace768ed65bd
http://sweetontology.net/stateRoleChemical         , 930974534d5655c767c708d638a737759aeaf1690a4ba408ea44ee9b968d8dee
http://sweetontology.net/stateRoleGeographic       , f829be4da76617c0cfa91216f39ef1be6788dbe997f0e698de94355b3bb1ad2c
http://sweetontology.net/stateRoleImpact           , 1a2f79c7387fbca438d161b061fab11221e92593535b0ca6d3d11b2bdab158dd
http://sweetontology.net/stateRoleRepresentative   , 1cfa95046ee05047f452906492f1362766bdb5a4b91c297711831015f22f99c2
http://sweetontology.net/stateRoleTrust            , 4078a63c7bc1915350a25a7cae10da5dc7a46d999fcdf4d7bbbb53867a09bb96
http://sweetontology.net/stateSolid                , ef5f6e46656829e576c21bd42078b000800e436b0830c2313dab5e7ccfdf001e
http://sweetontology.net/stateSpace                , 5a49764eb06bb822a360d53ad020ee8971142adfc833f1b397f6718caf58c346
http://sweetontology.net/stateSpaceConfiguration   , f7ee32dfab5dc45cf1cb09617587d624290109729da12709bc474f86b6784aa1
http://sweetontology.net/stateSpaceScale           , 98be9affc46d6cdfdd259bbee454046c91365625c431fccdb8dffbcc206253cf
http://sweetontology.net/stateSpectralBand         , a42f829e940587b9fe3dc359a63b211f3bccaca570dcafd6b902086be5f1ab94
http://sweetontology.net/stateSpectralLine         , 5ba4e368058638a4fe2e4cf37eb3ded044a31adef2915e92b3f9ab8bda93a8dd
http://sweetontology.net/stateStorm                , 1cbb24ce87b4b8bc2eb5796dfd750199146f0ba5063f869bd3ce71cd96bf0e8b
http://sweetontology.net/stateSystem               , d65669d6174db1269a3284895c2309c23d2ab6ead3c39aec4eed338cce3ab231
http://sweetontology.net/stateThermodynamic        , 838a8496989e6a41e2ed60f0a6589b4c17e7c289f7d9a0438ab31d50d32ee94a
http://sweetontology.net/stateTime                 , 8a154170210fe723736a5068c9138a3fafdc014130f7501fe2c489648df4c8e7
http://sweetontology.net/stateTimeCycle            , 3ec4e1448473427cdb6a29c242a044d8899dfac3e5bf679c0d92daf1764ccaee
http://sweetontology.net/stateTimeFrequency        , f79a4425b7fd3830c1963a3007c90608d4d9095cdfca758b179429e6b8aadfa2
http://sweetontology.net/stateTimeGeologic         , aa9755e71b73d7df4af55681963c5cce1aebd83bd04cb2213959acc768e82aaf
http://sweetontology.net/stateVisibility           , 9e026e7c29e0050718e85ad89e8891209dcf7079afb72e73f195105d12d58c56
http://sweetontology.net/sweetAll                  , 0b9ddac094a79053ca97cd0de8c64e9ae48f990c1e1d8f088d591eecfdd8488f